fragment_id,time_point,acc_x,acc_y,acc_z,acc_xg,acc_yg,acc_zg,behavior_id
26,1130,-0.2,0,0.4,0,5.3,8.2,0
26,1213,0.6,-0.3,-0.2,0.5,5.1,7.9,0
26,1301,0,0.1,-0.3,0.2,5.3,7.7,0
26,1385,-0.2,0,0,0,5.2,8.2,0
26,1471,-0.2,0,0.2,0,5.1,8.5,0
26,1561,0,0.1,-0.2,0,5.1,8.3,0
26,1647,0,0,0.1,0,5.2,8.3,0
26,1732,-0.1,0,0.3,0,5.1,8.4,0
26,1816,0,0,-0.1,0.1,5.1,9,0
26,1902,0.6,0.1,-0.8,0.9,5.3,8,0
26,1989,0.1,0,-0.9,0.7,5.3,8,0
26,2073,-0.1,0.2,0,0.4,5.3,7.7,0
26,2160,0,0,0,0.4,5.3,8.1,0
26,2245,0.4,-0.1,0.3,0.4,5.4,8.7,0
26,2329,0,0,-0.1,0.3,5.5,7.7,0
26,2414,-0.4,0,-0.3,-0.6,5.6,7.3,0
26,2498,-0.3,0.6,-0.3,0.3,5.4,7.1,0
26,2582,0.7,-0.4,0.7,0.9,5.3,7.5,0
26,2672,0.5,0.1,-0.2,0.7,5.4,8,0
26,2758,-0.4,0.1,0.1,-0.1,5.7,7.9,0
26,2841,0,0,-0.3,0.1,5.5,7.8,0
26,2926,0,0,0.4,0,5.6,8.3,0
26,3013,0.4,-0.3,-1,-0.3,5.5,7.1,0
26,3095,0.4,-0.1,-0.5,0.1,5.3,7.7,0
26,3179,-0.1,0.1,0.4,-0.1,5.5,7.9,0
26,3264,-0.1,0,1.3,0.4,5.6,8.4,0
26,3354,-0.1,0.1,0.3,0,5.5,8,0
26,3442,-0.1,0,0.4,0,5.4,8.8,0
26,3530,0,-0.1,-0.2,0.2,5.3,8.1,0
26,3615,0,0,-0.2,0.4,5.5,7.9,0
26,3701,-0.1,0,0.3,0.4,5.5,7.7,0
26,3784,-0.1,0.2,0.1,0.1,5.4,7.6,0
26,3869,-0.2,0,0.2,0.3,5.4,7.9,0
26,3957,0.1,-0.7,0,-0.1,5.4,8.3,0
26,4052,0,-0.2,0.2,0.2,4.8,8.2,0
26,4138,0.3,0.2,1.2,0.6,5.2,8.9,0
26,4228,-0.1,0,0.9,0.7,5.5,8.6,0
26,4315,-0.1,0,-0.3,0.7,5.9,7.8,0
26,4397,-0.2,0,0.5,0.7,5.2,7.6,0
26,4482,-0.2,0,0,0.2,5.5,7.9,0
26,4566,0,-0.1,0.3,0.5,5.4,8.5,0
26,4650,-0.2,0,0.2,0.3,5.3,8.3,0
26,4740,-0.1,0,-0.1,0.1,5.4,8.1,0
26,4824,0,0,0.2,0.2,5.3,8.2,0
26,4909,0,0,-0.1,0.2,5.3,8.1,0
26,4993,0,0,-0.2,0.3,5.3,7.9,0
27,77,-0.1,0,0.3,0.4,5.3,8.2,0
27,161,0,0,-0.1,0.2,5.4,8.2,0
27,247,0,0,0.1,0.3,5.3,8.1,0
27,339,0,0,0,0.2,5.3,8.2,0
27,423,-0.1,0,-0.1,0.1,5.4,8,0
27,509,0.1,0,0,0.2,5.3,8.2,0
27,593,0,0,0.3,0.3,5.3,8.4,0
27,683,0.1,0,0.1,0.6,5.4,8,0
27,768,-0.1,0,-0.5,0.2,5.3,8.2,0
27,852,-0.1,0.2,-0.5,0,5.6,8.2,0
27,937,0.1,0,-0.2,0.2,5.3,7.9,0
27,1031,0,0,0,0.1,5.3,8.5,0
27,1116,0,0.1,0.3,0.2,5.3,8.4,0
27,1204,0,-0.1,0.4,0.2,5.2,8.3,0
27,1292,0.3,0,0.8,0.4,5.2,8.1,0
27,1378,0.2,-0.1,-0.3,0.2,5.4,7.4,0
27,1471,0.1,0.2,0.3,0.3,5.4,8.4,0
27,1561,-0.1,0,-0.2,0.1,5.5,7.6,0
27,1645,-0.1,0,-0.1,0.1,5.4,8.4,0
27,1729,-0.1,0,0.2,0.1,5.4,8,0
27,1813,0,0.1,-0.1,0.2,5.4,8.3,0
27,1898,0,0,-0.2,0.1,5.4,8.1,0
27,1991,-0.1,-0.1,0.7,-0.1,5.4,9,0
27,2076,0.4,-0.2,0,0.4,5.1,8,0
27,2165,-0.4,1.1,1,-0.3,5.7,8.9,0
27,2250,-0.2,0.1,0.1,0,5.5,7.9,0
27,2334,0.2,-0.1,-0.4,-0.1,5.4,8.2,0
27,2418,0.6,-0.3,-0.1,0.9,5.1,7.6,0
27,2504,0.6,0,0.6,2,5.3,7.7,0
27,2589,0,-0.2,-0.6,0.4,5.5,5.3,0
27,2673,-0.6,0.5,-0.2,0.8,5.7,8.1,0
27,2761,0,0,-0.1,0.3,5.4,7.6,0
27,2847,0.1,-0.1,-0.2,0.3,5.3,8,0
27,2930,-0.1,-0.1,0.1,0.2,5.3,8.3,0
27,3016,-0.3,0,-0.2,0.3,5.4,8.1,0
27,3102,0.3,0,0.6,0.4,5.1,8.4,0
27,3186,0.2,-0.1,0,0.5,5.2,8.1,0
27,3277,-0.2,0.1,-0.2,0.4,5.3,8,0
27,3361,0.2,0,0.3,0.5,5.1,8.7,0
27,3445,0.1,0,0.1,0.3,5.3,8.2,0
27,3530,-0.1,0,0,0.2,5.2,8.3,0
27,3614,0,0,0,0.4,5.1,8.4,0
27,3698,0.2,0,0.3,0.6,5.1,8.2,0
27,3787,-0.1,-0.1,-0.1,0.4,5.1,8.4,0
27,3875,-0.2,0.1,-0.9,0.5,5.1,8,0
27,3962,0,-0.1,-0.4,0.5,5.2,8,0
27,4047,0.2,-0.1,-0.3,0.6,4.9,8,0
27,4135,0.1,0.1,-0.3,1.1,5.5,7.9,0
27,4220,0.1,-0.1,-1.5,-0.9,6.5,3.8,0
27,4305,-0.2,0.2,-0.7,0,5.1,7.2,0
27,4392,0.9,0,0.8,1.5,4.6,9.4,0
27,4478,0.4,-0.1,-1.3,0.7,5,8.1,0
27,4565,-0.4,0.1,1.2,0.3,5.5,9.2,0
27,4654,-0.2,0,0.3,0.3,5.2,8.3,0
27,4744,0,0,0.1,0.5,5.2,8.6,0
27,4828,-0.2,-0.1,0,0.2,5.1,8.4,0
27,4913,0.2,0.2,-0.2,0.9,5.1,8,0
27,4998,0.3,-0.2,-0.6,0.8,5.4,7.5,0
28,83,-0.3,0.2,1,0.3,5.2,9.9,0
28,167,0,-0.1,0.6,0.5,5,9,0
28,252,0.3,-0.1,-0.6,0.3,5,7.4,0
28,336,-0.1,0,0,0.3,4.9,8.3,0
28,422,-1,0.7,0.8,0.4,5.4,7.9,0
28,506,0.3,-0.2,-0.8,0.5,5,7,0
28,593,-0.3,0.1,0.1,-0.5,5.3,8.8,0
28,677,0.3,0,0.8,0,4.9,9.3,0
28,761,0,0.1,-0.4,0.2,4.9,7.9,0
28,847,0.1,0,0.2,0.3,4.9,8.6,0
28,930,0,0,-0.1,0.2,5,8.4,0
28,1018,-0.1,0,-0.2,0.1,4.9,8.4,0
28,1102,-0.1,0.1,0.3,0.1,5,8.7,0
28,1187,0,0,-0.1,0.2,5,8.4,0
28,1274,-0.2,0,-0.9,0.4,5.1,7.5,0
28,1362,0.3,-0.1,-0.2,0.9,4.9,7.2,0
28,1455,0.4,-0.1,0.2,0.8,5.1,7.9,0
28,1540,-0.2,0.4,1.3,0.7,5.3,8.8,0
28,1626,0.1,-0.1,0.1,0.3,5.2,7.9,0
28,1714,-0.1,0.1,-0.2,0.2,5.1,8.4,0
28,1799,-0.1,0.1,0.2,0.5,5.1,8.3,0
28,1884,0.1,0,-0.5,0.5,5,8.2,0
28,1970,0.3,0,0.2,0.3,5,8.7,0
28,2058,0.2,0,0.6,0.6,5.1,8.4,0
28,2143,-0.6,0,-0.9,-1.6,5.5,9.4,0
28,2228,0.3,-0.2,-0.2,0,4.6,8.9,0
28,2312,0.1,-0.8,-0.4,-1.4,6.1,9.2,0
28,2399,0.1,-0.3,-0.5,0.3,5,8.2,0
28,2484,-0.1,0,-0.1,0.2,5.1,8.1,0
28,2569,-0.3,0.1,0,0,5.2,8.3,0
28,2653,-0.1,0.3,0,0.2,5.1,8.4,0
28,2739,-0.1,0,-0.1,0.6,5.1,8,0
28,2824,-0.2,1,-1.8,0,4.4,7.5,0
28,2908,0.9,-0.2,0.8,1.2,4.6,9.2,0
28,3003,-2.3,-0.2,-0.2,-1.2,5.7,9,0
28,3091,0.2,-0.3,0.3,0.4,4.9,8.4,0
28,3176,0,0,-0.6,0.2,5.2,8.1,0
28,3259,-0.1,-0.1,0.8,0.3,5.1,8.8,0
28,3347,-0.3,0.1,-0.3,0.2,5.2,8,0
28,3433,0,0,0.3,0.4,5.1,8.6,0
28,3518,0,0,0,0.3,5.1,8.4,0
28,3602,-0.1,0,-0.3,0.4,5.1,8.1,0
28,3688,-0.1,0,0,0.4,5.1,8.3,0
28,3777,-0.1,0,0.1,0.3,5.1,8.2,0
28,3862,-0.3,0.1,0.2,0.1,5.1,8.2,0
28,3948,0,0,0,0.4,5,8.4,0
28,4036,0,0,0.1,0.3,5.1,8.1,0
28,4124,-0.1,0,0.5,0.2,5,8.3,0
28,4209,0.2,0,0.3,0.8,5,8.8,0
28,4294,-0.9,0.2,-1.1,-0.9,5.5,8.5,0
28,4380,0.7,-0.5,-0.9,1,4.6,7.9,0
28,4466,-0.3,-0.1,0.1,-0.5,5.8,9.4,0
28,4554,0.9,-0.3,0.4,0.4,4.9,8.7,0
28,4638,-1,0.3,0.6,-0.4,5.5,9.2,0
28,4726,0.3,-0.2,0.7,0.6,5.2,9.3,0
28,4814,-0.1,0.1,-0.8,0.5,5.4,8,0
28,4902,0.1,-0.2,0.1,0.7,4.9,7.8,0
28,4988,-0.6,0.4,1.1,0.3,5.6,9.1,0
29,72,0.1,0,0.7,0.5,5.2,8.7,0
29,156,-0.1,0,0.1,0.4,5.2,8.3,0
29,241,0.1,0,0.4,0.3,5.2,8.5,0
29,326,0.3,-0.1,0.7,0.5,5.4,8.7,0
29,418,0,0,0,0.6,5.3,8,0
29,502,-0.2,0.1,0.4,0.4,5.3,8.4,0
29,587,0.3,-0.1,0.2,0.9,5.1,8.3,0
29,673,-0.1,0,-0.6,0.7,5.1,7.1,0
29,758,-1.1,0.4,0,-1.9,6.5,6.4,0
29,843,-0.6,0.5,0.7,-0.5,5.9,8.2,0
29,927,0.5,-0.1,-0.2,0.1,5.4,8,0
29,1015,-0.3,0,-0.2,-0.5,5.6,8.4,0
29,1099,0.4,-0.2,0.4,0.4,5,9.1,0
29,1186,0.3,0,0.8,1.1,5.1,8.5,0
29,1270,-0.5,0.2,0.6,0.1,5.5,9,0
29,1356,0,0,0.1,0.2,5.2,8.1,0
29,1441,0.3,0,-0.2,1.8,4.9,7.7,0
29,1526,-0.4,0.3,0,-0.2,5.7,7.5,0
29,1613,-0.8,0.2,1.6,-0.9,6.6,9.5,0
29,1698,0.1,-0.3,-0.7,0.2,5.3,8,0
29,1787,-0.2,0,-0.9,0.3,5.3,7.2,0
29,1872,-0.3,0.1,0.4,0.1,5.4,8.2,0
29,1957,0.3,-0.2,0.2,0.7,5.3,8,0
29,2048,0,0,-1,-0.1,5.3,7.2,0
29,2125,0,0.2,0.1,0,5.4,8,0
29,2209,0.2,0,-0.1,1,5.3,7.8,0
29,2294,0,-0.1,0.1,0.3,5.3,8.6,0
29,2378,0,0,-0.5,0.5,5.4,7.7,0
29,2464,-0.5,-0.1,-0.4,0,5.5,8.5,0
29,2549,0.5,-0.2,0,0.6,5.3,8,0
29,2633,0,0,-1,0.7,5.5,7.1,0
29,2730,0,0,0.1,0.6,5.4,8.2,0
29,2814,0,0,-0.3,0.6,5.5,7.7,0
29,2906,0.1,-0.1,-0.1,0.7,5.4,8,0
29,2997,-0.2,-0.4,-0.3,0.5,5.4,8.9,0
29,3082,0.2,-0.5,-0.9,0.3,5.3,8.3,0
29,3166,0.1,-0.5,-1.1,0.1,5.6,9.1,0
29,3253,0,-0.2,1.1,0.5,5.4,8.6,0
29,3341,-0.8,0.7,1.4,-0.4,6.1,8.3,0
29,3425,0.1,-0.1,0.6,0.1,5.5,8.6,0
29,3510,0.2,0,0.1,0.4,5.3,7.7,0
29,3595,-0.3,0.1,-0.1,0.2,5.4,8,0
29,3678,-0.1,-0.1,0.9,0.3,5.3,8.7,0
29,3764,0.3,0,0.4,0.5,5.2,8.4,0
29,3849,-0.5,0.3,-1,-0.9,5.6,8.2,0
29,3938,-0.3,0,-0.3,-0.1,5.4,7.6,0
29,4022,0.6,-0.2,-0.3,1.2,5.1,7.8,0
29,4106,0.1,-0.1,0.1,0.6,5.2,8.3,0
29,4192,-0.2,0.4,1.3,-0.2,5.4,9.3,0
29,4284,0,0.1,0.3,0.3,5.3,8.2,0
29,4369,-0.2,0.2,0.1,0.4,5.1,7.9,0
29,4456,-0.2,0.2,0.1,1.1,5.2,8.1,0
29,4547,0.2,0,0.2,0.2,5.4,9,0
29,4630,-0.1,0,0.3,0.7,5.4,8.4,0
29,4715,0.2,-0.1,-0.7,0.7,5.3,7.4,0
29,4799,-0.3,0,0,0,5.5,8.6,0
29,4898,-0.4,0.4,0.7,0.8,5.4,8.1,0
29,4988,0.1,-0.1,-1.2,-0.1,5.3,6.3,0
30,48,0.4,-0.2,0.2,0.5,5.1,8.6,0
30,133,-0.2,-0.2,-0.6,0.3,5.1,7.8,0
30,217,0.1,0,0.5,0.8,5.1,7.8,0
30,304,0,0.1,-1.2,1.1,5.3,7.2,0
30,388,0.2,-0.2,0.2,0.5,5.2,8.4,0
30,483,-0.4,0.9,0.8,-0.1,5.4,8.5,0
30,568,-0.1,0,0,0.1,5.3,7.9,0
30,656,0,0,0.3,0.2,5.2,8.6,0
30,740,-0.1,0,-0.1,0.2,5.3,7.9,0
30,834,0,0,0,0.2,5.2,8.4,0
30,923,-0.1,0.1,-0.1,0.2,5.3,8.1,0
30,1007,-0.1,0,0,0.2,5.3,8.3,0
30,1092,0,0,-0.1,0.4,5.3,8,0
30,1176,-0.1,0.1,0,0.3,5.3,8.2,0
30,1261,0,0,0,0.3,5.3,8.2,0
30,1345,0,0,-0.2,0.3,5.2,7.9,0
30,1432,-0.1,0.1,-0.3,0.4,5.2,7.8,0
30,1518,0.3,-0.1,0.7,0.3,5,8.7,0
30,1602,-0.6,1.1,-2,-1.4,4.5,7.7,0
30,1687,0.8,0.1,0,0.6,5.2,7.7,0
30,1772,-0.5,-0.2,-1.7,-1,4.7,8.6,0
30,1861,-0.1,-0.1,1.1,-0.5,5,9.5,0
30,1949,0.4,-0.1,-0.3,0.5,5.1,8,0
30,2033,-0.1,0,-0.1,0.2,5.1,8.5,0
30,2117,-0.2,0.1,0.2,0.1,5.2,8.3,0
30,2201,0.2,-0.1,-0.4,0.4,5.1,7.9,0
30,2286,-0.1,0.1,0.3,0,5.2,8.6,0
30,2374,0,0,-0.2,0.1,5.1,8.2,0
30,2459,0,0,0.1,0.2,5.1,8.5,0
30,2552,0.3,-0.1,-0.1,0.2,5,8,0
30,2637,-0.1,0.1,-0.2,-0.1,5.5,7.8,0
30,2722,-0.3,0.2,0.5,-1.3,5.5,7.7,0
30,2806,-0.3,1.1,1.2,-0.9,6.3,8.1,0
30,2890,0.9,0,-0.3,1.1,4.8,9.6,0
30,2974,0.3,-0.1,0.3,0.8,4.7,8.4,0
30,3058,-0.1,0.2,0.5,0.1,5.1,8.5,0
30,3143,0,0,-0.2,0.3,5,9.2,0
30,3228,0.2,0,0.2,0.1,4.9,7.7,0
30,3330,0.8,0,0.5,1.6,4.7,8.9,0
30,3421,-0.6,-0.1,0.2,0,4.8,8.5,0
30,3506,-0.5,0.1,0.9,0,4.8,9.2,0
30,3591,0,-0.1,-0.3,0,5.3,5.5,0
30,3677,0.8,0.1,-0.3,1.3,4.9,8.1,0
30,3764,-0.4,0,-0.5,0,5,7.7,0
30,3848,0,0.1,0.5,0.3,4.8,8.8,0
30,3935,0.1,0.1,-0.3,0.3,5,8.2,0
30,4019,0.2,0.5,0.7,0.2,5.2,9.9,0
30,4108,-0.3,-0.2,-1.2,0,5,7,0
30,4194,0.3,-0.6,0,0.7,4.4,8.6,0
30,4277,0.1,0,-0.3,0.6,4.6,8.5,0
30,4361,0.3,-0.1,0.6,0.9,4.6,8.7,0
30,4445,-0.2,0,0.2,0.5,5,8.5,0
30,4529,-0.2,0,-0.3,0.3,4.9,8.4,0
30,4613,-0.2,-0.1,-0.2,1,4.8,9.1,0
30,4697,0.8,0.1,-0.8,0.8,5.2,8.1,0
30,4783,0.1,0,-0.5,0.1,5.2,7.5,0
30,4870,0,0.5,0.4,0.8,5.1,8.3,0
30,4954,-0.1,-0.1,0.1,0.2,5.2,7.9,0
31,38,-0.1,0,-0.4,0.3,5.3,7.6,0
31,123,0,0,0.7,0.4,5.3,8.8,0
31,207,0.1,-0.1,-0.2,0.4,5.2,8.2,0
31,292,0,0,0,0.6,5.3,8.1,0
31,376,0,-0.1,0.1,0.6,5.2,8.5,0
31,464,0,0,0,0.6,5.4,8.2,0
31,552,0,0,0.2,0.7,5.4,8.2,0
31,637,-0.1,0,-0.9,1,5.4,7.8,0
31,722,-0.2,0,-0.4,0.4,5.3,7.9,0
31,807,-0.1,-0.2,0.7,0.9,5,8.2,0
31,906,-0.4,0.3,0.9,0.8,5.4,9.4,0
31,1002,0.2,0.1,0.3,0.5,5,9.2,0
31,1087,-0.1,0,-0.3,0.4,5.1,8.5,0
31,1174,0,0,0.3,0.5,5.1,8.7,0
31,1258,0,-0.1,-0.1,0.6,5.1,7.9,0
31,1343,-0.2,0.1,-0.1,0.5,5.1,8.3,0
31,1427,0,0,0,0.7,5.1,8.2,0
31,1511,0,0.1,0.2,0.7,5.1,8.4,0
31,1596,0,0,-0.1,0.6,5.2,8.1,0
31,1681,-0.1,-0.1,0.1,0.4,5.1,8.3,0
31,1765,0.1,-0.1,-0.2,1,5.1,7.5,0
31,1853,0.2,-0.2,-0.1,1.1,5.1,8.1,0
31,1941,-0.2,-0.1,0,0.5,5.2,8.4,0
31,2026,0.3,0,0,1,5.1,8.4,0
31,2110,-0.1,0.1,0,0.1,5.2,8.6,0
31,2196,0.5,-0.4,-0.1,0.8,5.1,8.3,0
31,2281,-0.3,-0.1,-1.5,-0.5,5.4,7.2,0
31,2369,-0.2,0.1,1.3,1,5.2,9,0
31,2452,0,-0.1,-0.5,0.4,5.3,7.2,0
31,2536,0.1,-0.1,0,0.4,5.2,8.5,0
31,2621,-0.2,0.1,0.5,0.3,5.3,8.5,0
31,2707,0,0,-0.2,0.4,5.2,8,0
31,2794,0.1,0,0.4,0.5,5.2,8.4,0
31,2879,0,0,-0.1,0.4,5.2,8.1,0
31,2963,-0.1,0,0.1,0.4,5.2,8.3,0
31,3048,-0.1,0,0.1,0.3,5.2,8.4,0
31,3132,0.1,0,0,0.4,5.2,8.3,0
31,3217,0,0,0,0.3,5.2,8.1,0
31,3301,0,0,0,0.5,5.1,8.1,0
31,3392,-0.1,0.2,0.9,0.3,5.1,8.6,0
31,3476,0.1,-0.2,0.3,1.1,4.8,8.6,0
31,3561,-0.3,0.3,1.4,1.2,5.2,8.7,0
31,3645,-0.2,-0.1,-0.1,0.4,5.3,8,0
31,3732,0,-0.1,0.4,0.4,5,9.3,0
31,3818,-0.3,0.1,0.3,0.3,5.2,8.2,0
31,3902,0.1,-0.1,-0.8,0.5,5,8,0
31,3989,0.5,-0.1,0.5,0.5,5,8.7,0
31,4073,-0.1,0.1,-0.4,0.3,5.1,8,0
31,4160,0.2,0,-0.6,0.7,5.1,8,0
31,4247,0.1,-0.1,0.1,0.4,5,8.6,0
31,4331,0,-0.1,-0.1,0.6,4.9,8.1,0
31,4416,0,-0.1,0.1,0.5,4.9,8.4,0
31,4500,-0.2,0.1,0.8,0.4,4.9,9,0
31,4584,-0.1,0,0.1,0.3,4.8,8.5,0
31,4669,0,0,0,0.3,4.9,8.6,0
31,4753,0,0,0.1,0.3,4.8,8.6,0
31,4837,0,0,0.1,0.5,4.8,8.5,0
31,4925,0.1,0,-0.1,0.5,5,8.3,0
32,9,0,0,0,0.4,4.9,8.6,0
32,93,0.1,0,0,0.4,4.9,8.4,0
32,178,0,0,-0.1,0.4,4.9,8.3,0
32,262,0,0,0.1,0.4,4.9,8.5,0
32,347,0.1,0,-0.2,0.2,4.9,8.4,0
32,431,0,0,-0.1,0.4,4.9,8.3,0
32,521,0,0,0.1,0.4,4.9,8.5,0
32,605,-0.2,0.1,0,0.1,5.1,8.4,0
32,689,0,0,0.2,0.6,4.9,8.2,0
32,774,0.2,-0.1,-0.2,0.5,5,8.1,0
32,858,0.1,0,0,0.4,5,7.9,0
32,945,-0.2,0.2,0.1,0,5.2,8.2,0
32,1031,0,-0.1,0,0,5.1,8.5,0
32,1115,-0.1,0,0.2,0,5.1,8.4,0
32,1200,0,0,0.1,0,5.1,8.2,0
32,1284,0,0.1,-0.5,0.7,5.1,8.1,0
32,1368,0,-0.1,-0.2,0.3,5.1,8.1,0
32,1453,-0.3,0.1,-0.2,0,5.3,8.5,0
32,1537,0.2,-0.1,0.2,0.5,5.1,8.2,0
32,1621,0.2,0,-0.2,0.4,5.2,8.9,0
32,1706,0.3,-0.1,-0.3,0.6,5.2,8.3,0
32,1792,-0.3,1,1.1,-0.1,5.3,9.3,0
32,1876,0.6,-0.3,1.1,0.5,5.1,9.2,0
32,1962,-2.3,0,1.8,-0.8,6.5,9,0
32,2048,-0.1,-0.4,0.4,0.2,5.4,9.1,0
32,2137,-0.3,0,0.4,-0.2,5.4,8.8,0
32,2221,-0.4,-0.1,0.3,-0.2,5.4,8.4,0
32,2305,-0.1,0,-0.2,-0.2,5.4,8.6,0
32,2390,0.2,-0.1,-0.2,0,5.2,7.8,0
32,2474,-0.1,0.1,0.2,-0.2,5.4,8.4,0
32,2559,0.4,-0.2,-0.6,0,5.4,6.4,0
32,2648,0.4,0.2,1.2,1.3,4.9,7.8,0
32,2745,0.1,0,-1.4,-0.8,5.7,5.5,0
32,2829,0,-0.3,-0.3,0,4.7,9.3,0
32,2917,0.3,0.4,0.4,-0.7,5.9,9.2,0
32,3001,0.4,-0.4,0.1,0.5,5.1,8.6,0
32,3085,0,0.1,-0.5,0.1,5.2,7.6,0
32,3170,-0.1,-0.1,0.1,0.3,5.1,8.2,0
32,3255,0.1,0,0.4,0.8,5.4,8.8,0
32,3339,-0.2,-0.4,0.9,0.3,5.2,9.1,0
32,3423,0.2,-0.1,-0.4,-0.5,5.5,7.6,0
32,3517,-0.5,0.8,0.2,-0.8,5.5,9.2,0
32,3603,-0.1,-0.2,0.9,0.2,4.7,8,0
32,3689,0,-0.2,-1,0,5.4,7,0
32,3775,-0.2,0.4,1.7,0,5.3,10.3,0
32,3860,0,0,-0.3,0.3,5.2,7.9,0
32,3945,-0.1,-0.1,-0.4,0.2,5.1,8.1,0
32,4029,-0.2,0.1,0.8,0,5.2,8.9,0
32,4121,0.1,-0.1,-0.3,0.2,5.1,8.1,0
32,4205,-0.1,0,0.3,0,5.2,8.4,0
32,4289,0.2,-0.1,0.3,0.3,5,8.5,0
32,4373,0,0,-0.1,0.1,5.1,8.2,0
32,4457,0,0,0,0.2,5.2,8.3,0
32,4542,-0.1,0,-0.1,0.1,5.2,8.2,0
32,4626,0,0,0.1,0.2,5.2,8.5,0
32,4710,0.1,0,0.6,0.5,5.1,8.1,0
32,4804,-0.5,0.4,2.1,0.3,5.8,9.1,0
32,4888,0,-0.1,0.4,0.4,5.2,7.6,0
32,4973,-0.9,0.4,2,-0.2,6,9.9,0
33,64,0,0,-0.1,-0.3,5.6,6.7,0
33,147,0.7,0.4,-0.5,0.5,4.7,7.8,0
33,231,-0.1,0,-0.2,0.2,5.3,7.6,0
33,315,0,0,0.2,0.1,5.1,8.7,0
33,399,-0.3,0,0.3,0.3,5.2,8.4,0
33,483,0.1,-0.1,-0.2,0.3,5.1,8.3,0
33,567,0.1,0,-0.3,0.3,5.1,7.8,0
33,652,0.2,0.1,0.4,0.7,5.2,8.6,0
33,741,0.4,-0.1,0,0.7,4.9,8.5,0
33,825,-0.3,0.1,0.8,-0.2,5,8.9,0
33,910,-0.3,0,0,0,5,8.3,0
33,994,0.1,0,-0.2,0.2,4.8,7.4,0
33,1078,0.3,0.4,0.9,1.3,5,7.9,0
33,1162,0.6,-0.1,-3.3,-0.7,4.9,8.4,0
33,1251,0.3,-0.3,0.3,0.6,4.9,9.1,0
33,1336,-0.2,0,0,-0.1,5.3,8.1,0
33,1420,-0.3,0.2,0.1,0,5.2,8.5,0
33,1505,-0.2,0,0.4,0,5,8.6,0
33,1589,0.1,0.2,0.9,0.1,5.3,9,0
33,1673,0.3,0,-0.2,0.6,5.4,8,0
33,1757,-0.1,0.3,-0.3,0.4,5.7,7.7,0
33,1841,0.6,-0.3,-0.7,1.5,5.2,7.1,0
33,1931,-0.9,-0.5,1.2,-0.9,5,10.1,0
33,2014,0.1,-0.5,2.1,0,4.5,10.8,0
33,2099,0.1,0.2,1.3,0.4,5.2,10,0
33,2184,0.3,1.5,-0.3,0.6,7,7.7,0
33,2267,0,-0.1,-2,0,5.4,5.7,0
33,2351,0.7,-2.3,-1.8,0.7,4.7,5,0
33,2436,0,-1,-0.4,0.8,5.4,7.1,0
33,2520,0.2,-0.8,-0.7,1.8,5.3,9,0
33,2608,-0.9,0.9,-0.6,-0.5,6,8.2,0
33,2694,-0.1,0,1.8,0.8,4.5,10.5,0
33,2778,0.4,-0.3,1,0.7,4.5,9.3,0
33,2862,-0.1,-0.3,1.1,0.5,4.1,9.4,0
33,2946,0.1,-0.3,0.1,0.4,4.2,8.9,0
33,3031,-0.2,0.2,-0.5,0.2,4.5,8.5,0
33,3121,-0.2,0.1,0.2,0.2,4.4,8.6,0
33,3210,-0.5,0,0,0.1,4.4,8.4,0
33,3297,0.4,0,-0.1,0.7,4.3,8.8,0
33,3384,0.1,0.3,-0.3,0.2,4.6,8.6,0
33,3470,0.1,0.3,0.7,0.4,4.5,9.5,0
33,3556,-0.3,0.2,0.6,0.1,4.2,9.6,0
33,3640,0.3,-0.3,-0.7,0.7,3.9,8.4,0
33,3725,0.1,0,-0.2,0.6,4,8.9,0
33,3810,0.3,0,0.6,0.6,3.9,8.8,0
33,3903,0.1,0.1,0.1,0.2,4.1,8.8,0
33,3988,-0.3,0.1,-1.2,0.8,4.3,7.7,0
33,4072,0.1,0.2,-0.6,0.2,3.8,7.9,0
33,4156,0.1,0,1.4,0.3,4.3,9.5,0
33,4243,0.2,0.1,0.1,0.3,4.4,8.6,0
33,4337,-0.7,0.5,1.1,-0.7,4.9,9.5,0
33,4422,-0.2,-0.1,0.2,0,4.4,9.1,0
33,4512,0,0.1,0.6,0.2,4.4,9,0
33,4596,0.4,0,0,0,4.4,9.4,0
33,4680,0.2,-0.1,-0.1,0.4,4.2,8,0
33,4765,-1,0.8,-0.4,-1.5,4.7,9,0
33,4850,0.3,0,-1,-0.1,4.5,7.4,0
33,4942,0.8,-0.2,0.1,0.9,4.3,8.6,0
34,28,-0.1,0.1,0,0.1,4.6,9,0
34,112,0.1,0,0.4,-0.1,4.3,8.3,0
34,196,0.1,0.2,1,0.3,4.7,7.9,0
34,281,0,0.2,0.7,0.2,4.2,8.8,0
34,366,-0.1,0.1,0.4,0.3,4.5,8.2,0
34,456,0.2,-0.3,-0.2,0,4.5,7.5,0
34,540,0.7,0.2,-0.7,0.4,3.9,7.8,0
34,628,0,0,-0.3,-0.9,4.6,9.7,0
34,720,0.1,-0.3,-0.5,0.1,4.2,8.7,0
34,805,0.3,0,-0.9,-0.1,4.7,7.2,0
34,888,0.7,0,-0.9,0.8,4,8.3,0
34,973,-0.6,0.6,0.9,-0.2,4.9,8.3,0
34,1065,0.1,0,0.5,0.1,4.5,9,0
34,1149,-0.1,0,0.1,0.1,4.4,9.2,0
34,1234,0,-0.1,0.4,-0.1,4.3,9.4,0
